date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:04	122579/122579	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:15:58%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-35/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-35/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:06	8598/8598	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Mar%202026%2009:15:59%20GMT	https://www.alomariya.org/wp-json/wp/v2/pages/15	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-json/wp/v2/pages/15.json	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:06	128564/128564	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:00%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-32/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-32/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:06	124979/124979	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:00%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-31/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-31/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:07	20086/20086	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Dec%202024%2017:03:22%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/moalafatcheikh.png	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/moalafatcheikh.png	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:08	145252/145252	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:01%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-33/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-33/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:08	122159/122159	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:02%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-34/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-34/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:08	136425/136425	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:02%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-27/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-27/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:08	144426/144426	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:02%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-28/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-28/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:10	133094/133094	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:04%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-25/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-25/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:10	123300/123300	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:04%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-26/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-26/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:11	141428/141428	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:04%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-24/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-24/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:12	263602/263602	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:10%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%ad%d8%af%d9%8a%d8%ab-%d8%a7%d9%84%d9%85%d8%b1%d8%a2%d8%a9.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%ad%d8%af%d9%8a%d8%ab-%d8%a7%d9%84%d9%85%d8%b1%d8%a2%d8%a9.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:12	119368/119368	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:06%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-22/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-22/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:12	145407/145407	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:06%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-23/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-23/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:15	156021/156021	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:08%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-20/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-20/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:15	111226/111226	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:08%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-21/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-21/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:18	92742/92742	---M-Z	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:10%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-19/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-19/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:26	1337736/1337736	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:08%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%aa%d8%ad%d9%82%d9%8a%d9%82-%d9%85%d8%b9%d9%86%d9%89-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%aa%d8%ad%d9%82%d9%8a%d9%82-%d9%85%d8%b9%d9%86%d9%89-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:34	1924269/1924269	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:06%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d9%82%d9%88%d9%8a%d9%85-%d9%81%d9%8a-%d8%a7%d9%84%d8%aa%d8%b2%d9%83%d9%8a%d8%a9.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d9%82%d9%88%d9%8a%d9%85-%d9%81%d9%8a-%d8%a7%d9%84%d8%aa%d8%b2%d9%83%d9%8a%d8%a9.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:34	2760926/2760926	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:12%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d9%85%d8%b1%d8%a7%d8%aa%d8%a8-%d8%a7%d9%84%d8%b9%d9%82%d9%84-%d9%88%d8%a7%d9%84%d8%af%d9%8a%d9%86.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d9%85%d8%b1%d8%a7%d8%aa%d8%a8-%d8%a7%d9%84%d8%b9%d9%82%d9%84-%d9%88%d8%a7%d9%84%d8%af%d9%8a%d9%86.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:40	123158/123158	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:30%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-17/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-17/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:41	2963307/2963307	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:02%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d8%aa%d8%ac%d8%af%d9%8a%d8%af-%d8%a7%d9%84%d8%b5%d9%88%d9%81%d9%8a.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d8%aa%d8%ac%d8%af%d9%8a%d8%af-%d8%a7%d9%84%d8%b5%d9%88%d9%81%d9%8a.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:47	142212/142212	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:36%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-16/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-16/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:15:53	1684291/1684291	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:02%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d8%a3%d9%85%d8%ab%d8%a7%d9%84-%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%81%d9%8a%d8%a9.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%a7%d9%84%d8%a3%d9%85%d8%ab%d8%a7%d9%84-%d8%a7%d9%84%d8%aa%d8%b9%d8%b1%d9%81%d9%8a%d8%a9.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
12:15:57	143436/143436	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2009:16:49%20GMT	https://www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-15/	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/%d8%a7%d9%84%d8%a5%d9%86%d8%b3%d8%a7%d9%86-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d9%81%d9%8a-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a2%d9%86-15/index.html	(from https://www.alomariya.org/category/%d8%a2%d8%ae%d9%80%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d9%80%d8%a7%d8%a8%d9%80%d8%a7%d8%aa/)
12:16:05	583951/583951	---M--	200	added ('OK')	application/pdf	date:Sun,%2015%20Dec%202024%2003:25:00%20GMT	https://www.alomariya.org/wp-content/uploads/2024/12/%d8%a5%d8%aa%d8%ad%d8%a7%d9%81-%d8%a7%d9%84%d9%85%d9%84%d9%88%d9%83-%d8%a8%d8%b4%d8%b1%d8%ad-%d8%aa%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d9%88%d9%83-%d8%a7%d9%84%d8%ad%d8%b1%d8%a7%d9%82%d9%8a%d8%a9.pdf	/data/data/com.termux/files/home/storage/shared/alomariya/www.alomariya.org/wp-content/uploads/2024/12/%d8%a5%d8%aa%d8%ad%d8%a7%d9%81-%d8%a7%d9%84%d9%85%d9%84%d9%88%d9%83-%d8%a8%d8%b4%d8%b1%d8%ad-%d8%aa%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d9%88%d9%83-%d8%a7%d9%84%d8%ad%d8%b1%d8%a7%d9%82%d9%8a%d8%a9.pdf	(from https://www.alomariya.org/%d9%85%d8%a4%d9%84%d9%81%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d9%8a%d8%ae/)
